dataset,name,datatype,nseq,mean_nsites
Euteleostomi,ENSGT00390000005996,NT,40,682.95
Euteleostomi,ENSGT00390000003182,NT,34,1413.9705882352941
Euteleostomi,ENSGT00390000003643,NT,29,388.0344827586207
Euteleostomi,ENSGT00390000008360,NT,19,671.5263157894736
Euteleostomi,ENSGT00390000005362,NT,19,1061.0526315789473
Euteleostomi,ENSGT00390000007443,NT,62,971.6129032258065
Euteleostomi,ENSGT00390000008403,NT,41,1861.4634146341464
Euteleostomi,ENSGT00390000003374,NT,34,1660.9411764705883
Euteleostomi,ENSGT00390000008217,NT,37,1156.5405405405406
Euteleostomi,ENSGT00390000007371,NT,48,576.5625
Euteleostomi,ENSGT00390000000645,NT,26,2041.1538461538462
Euteleostomi,ENSGT00390000001619,NT,35,2188.285714285714
Euteleostomi,ENSGT00390000002721,NT,37,812.2702702702703
Euteleostomi,ENSGT00390000000051,NT,43,1353.8372093023256
Euteleostomi,ENSGT00390000003998,NT,32,2524.6875
Euteleostomi,ENSGT00390000000924,NT,36,673.8333333333334
Euteleostomi,ENSGT00390000002164,NT,11,867
Euteleostomi,ENSGT00390000009007,NT,34,5072.470588235294
Euteleostomi,ENSGT00390000008859,NT,49,1616.938775510204
Euteleostomi,ENSGT00390000002042,NT,21,1570.5714285714287
Euteleostomi,ENSGT00390000000732,NT,30,1574
Euteleostomi,ENSGT00390000008738,NT,34,764.0294117647059
Euteleostomi,ENSGT00390000004172,NT,44,1269.75
Euteleostomi,ENSGT00390000008164,NT,56,1321.5535714285713
Euteleostomi,ENSGT00390000005772,NT,39,797.2307692307693
Euteleostomi,ENSGT00390000001847,NT,17,441
Euteleostomi,ENSGT00390000001777,NT,24,3765.75
Euteleostomi,ENSGT00390000001132,NT,60,1382.8
Euteleostomi,ENSGT00390000007792,NT,37,1058.837837837838
Euteleostomi,ENSGT00390000003183,NT,42,579.5714285714286
Euteleostomi,ENSGT00390000005605,NT,28,2099.035714285714
Euteleostomi,ENSGT00390000007175,NT,19,411.3157894736842
Euteleostomi,ENSGT00390000005935,NT,33,1082.1818181818182
Euteleostomi,ENSGT00390000004385,NT,36,3527.3333333333335
Euteleostomi,ENSGT00390000009387,NT,34,1419.5294117647059
Euteleostomi,ENSGT00390000006243,NT,35,817.8
Euteleostomi,ENSGT00390000002393,NT,26,5220.923076923077
Euteleostomi,ENSGT00390000001962,NT,25,2079.24
Euteleostomi,ENSGT00390000008041,NT,19,5695.263157894737
Euteleostomi,ENSGT00390000001046,NT,22,1317.9545454545455
Euteleostomi,ENSGT00390000007852,NT,26,4308.807692307692
Euteleostomi,ENSGT00390000005606,NT,20,1156.05
Euteleostomi,ENSGT00390000005720,NT,36,1770.5833333333333
Euteleostomi,ENSGT00390000008812,NT,43,929.5813953488372
Euteleostomi,ENSGT00390000007644,NT,30,1673.2
Euteleostomi,ENSGT00390000006211,NT,20,3092.7
Euteleostomi,ENSGT00390000006395,NT,39,3153.076923076923
Euteleostomi,ENSGT00390000009532,NT,62,1188.532258064516
Euteleostomi,ENSGT00390000002245,NT,36,802.8333333333334
Euteleostomi,ENSGT00390000003219,NT,32,742.875
Euteleostomi,ENSGT00390000008389,NT,35,1063.8857142857144
Euteleostomi,ENSGT00390000006337,NT,22,1670.1818181818182
Euteleostomi,ENSGT00390000009384,NT,39,2215.6153846153848
Euteleostomi,ENSGT00390000006208,NT,62,964.9354838709677
Euteleostomi,ENSGT00390000005524,NT,29,3484.551724137931
Euteleostomi,ENSGT00390000005330,NT,39,1304.2307692307693
Euteleostomi,ENSGT00390000005575,NT,19,2166.4736842105262
Euteleostomi,ENSGT00390000002448,NT,31,2333.4193548387098
Euteleostomi,ENSGT00390000003414,NT,34,1099.5
Euteleostomi,ENSGT00390000004855,NT,38,1038.9473684210527
Euteleostomi,ENSGT00390000006931,NT,36,1689.8333333333333
Euteleostomi,ENSGT00390000006601,NT,28,5357.035714285715
Euteleostomi,ENSGT00390000006044,NT,30,2512.2
Euteleostomi,ENSGT00390000003939,NT,32,4461.28125
Euteleostomi,ENSGT00390000000617,NT,9,3910
Euteleostomi,ENSGT00390000004612,NT,33,2408.909090909091
Euteleostomi,ENSGT00390000000003,NT,29,3817.655172413793
Euteleostomi,ENSGT00390000004796,NT,43,777.9069767441861
Euteleostomi,ENSGT00390000004643,NT,27,1313
Euteleostomi,ENSGT00390000004417,NT,62,1487.8064516129032
Euteleostomi,ENSGT00390000006573,NT,33,737.8181818181819
Euteleostomi,ENSGT00390000009415,NT,47,834.4468085106383
Euteleostomi,ENSGT00390000000412,NT,12,1343.25
Euteleostomi,ENSGT00390000006522,NT,28,3633.3214285714284
Euteleostomi,ENSGT00390000003249,NT,28,1307.25
Euteleostomi,ENSGT00390000002215,NT,44,429.0681818181818
Euteleostomi,ENSGT00390000009327,NT,24,1531.625
Euteleostomi,ENSGT00390000004169,NT,34,838.1470588235294
Euteleostomi,ENSGT00390000005811,NT,36,585.0833333333334
Euteleostomi,ENSGT00390000000819,NT,36,564.75
Euteleostomi,ENSGT00390000006648,NT,39,1230.923076923077
Euteleostomi,ENSGT00390000001775,NT,41,988.4634146341464
Euteleostomi,ENSGT00390000006189,NT,30,1397.1
Euteleostomi,ENSGT00390000005656,NT,34,1576.5882352941176
Euteleostomi,ENSGT00390000005197,NT,41,1467.5853658536585
Euteleostomi,ENSGT00390000001016,NT,29,3723.8275862068967
Euteleostomi,ENSGT00390000000002,NT,24,2085.375
Euteleostomi,ENSGT00390000002997,NT,55,1394.8363636363636
Euteleostomi,ENSGT00390000000616,NT,40,994.5
Euteleostomi,ENSGT00390000006930,NT,30,2068.8
Euteleostomi,ENSGT00390000003969,NT,30,3835.4
Euteleostomi,ENSGT00390000006784,NT,36,1267
Euteleostomi,ENSGT00390000002781,NT,32,1270.125
Euteleostomi,ENSGT00390000004735,NT,48,1012.125
Euteleostomi,ENSGT00390000007441,NT,28,1196.892857142857
Euteleostomi,ENSGT00390000008527,NT,57,737.6315789473684
Euteleostomi,ENSGT00390000007594,NT,27,4192.111111111111
Euteleostomi,ENSGT00390000008856,NT,39,1055
Euteleostomi,ENSGT00390000008983,NT,35,1062.4285714285713
Euteleostomi,ENSGT00390000008766,NT,37,1251.8918918918919
Euteleostomi,ENSGT00390000004808,NT,38,1143
Euteleostomi,ENSGT00390000005764,NT,34,874.6764705882352
Euteleostomi,ENSGT00390000005923,NT,36,969.6666666666666
Euteleostomi,ENSGT00390000008611,NT,33,1388
Euteleostomi,ENSGT00390000005972,NT,27,1604.6666666666667
Euteleostomi,ENSGT00390000001053,NT,36,578.75
Euteleostomi,ENSGT00390000009008,NT,27,488.6666666666667
Euteleostomi,ENSGT00390000007816,NT,19,2493.315789473684
Euteleostomi,ENSGT00390000007726,NT,40,2708.025
Euteleostomi,ENSGT00390000002533,NT,28,3965.035714285714
Euteleostomi,ENSGT00390000009391,NT,50,3411.42
Euteleostomi,ENSGT00390000000406,NT,17,1008.7058823529412
Euteleostomi,ENSGT00390000007209,NT,32,1236.28125
Euteleostomi,ENSGT00390000000571,NT,37,761.4324324324324
Euteleostomi,ENSGT00390000002201,NT,32,1662.5625
Euteleostomi,ENSGT00390000006399,NT,17,947.1176470588235
Euteleostomi,ENSGT00390000000568,NT,7,4362.428571428572
Euteleostomi,ENSGT00390000003585,NT,34,1425.7058823529412
Euteleostomi,ENSGT00390000003450,NT,30,3020.2
Euteleostomi,ENSGT00390000008327,NT,42,1477.2142857142858
Euteleostomi,ENSGT00390000008201,NT,16,1196.0625
Euteleostomi,ENSGT00390000001206,NT,38,1622.2894736842106
Euteleostomi,ENSGT00390000007336,NT,43,1310.5116279069769
Euteleostomi,ENSGT00390000008250,NT,24,2846.25
Euteleostomi,ENSGT00390000001443,NT,35,1287.1714285714286
Euteleostomi,ENSGT00390000002856,NT,37,639.972972972973
Euteleostomi,ENSGT00390000008198,NT,18,3320.3333333333335
Euteleostomi,ENSGT00390000000932,NT,21,712.5714285714286
Euteleostomi,ENSGT00390000006975,NT,27,809.8888888888889
Euteleostomi,ENSGT00390000006790,NT,46,612
Euteleostomi,ENSGT00390000000724,NT,59,852
Euteleostomi,ENSGT00390000002970,NT,42,1039.9285714285713
Euteleostomi,ENSGT00390000006595,NT,23,582.6521739130435
Euteleostomi,ENSGT00390000002414,NT,45,1034.0666666666666
Euteleostomi,ENSGT00390000000583,NT,33,2931.909090909091
Euteleostomi,ENSGT00390000009400,NT,44,1203.2727272727273
Euteleostomi,ENSGT00390000004402,NT,31,1479.1935483870968
Euteleostomi,ENSGT00390000001927,NT,44,1317.2045454545455
Euteleostomi,ENSGT00390000003167,NT,29,1754.1724137931035
Euteleostomi,ENSGT00390000007846,NT,46,924.0652173913044
Euteleostomi,ENSGT00390000007817,NT,25,727.44
Euteleostomi,ENSGT00390000005182,NT,41,1948.0243902439024
Euteleostomi,ENSGT00390000003812,NT,42,809.7142857142857
Euteleostomi,ENSGT00390000008173,NT,24,484
Euteleostomi,ENSGT00390000005855,NT,30,3949.4
Euteleostomi,ENSGT00390000006788,NT,62,1869.0967741935483
Euteleostomi,ENSGT00390000001801,NT,33,1330.3636363636363
Euteleostomi,ENSGT00390000001731,NT,34,2441.294117647059
Euteleostomi,ENSGT00390000006791,NT,35,597.4285714285714
Euteleostomi,ENSGT00390000004994,NT,31,1839
Euteleostomi,ENSGT00390000006925,NT,24,2138.375
Euteleostomi,ENSGT00390000000787,NT,18,762.1666666666666
Euteleostomi,ENSGT00390000009194,NT,36,1107.3333333333333
Euteleostomi,ENSGT00390000000603,NT,42,770.6428571428571
Euteleostomi,ENSGT00390000006762,NT,34,1153.3235294117646
Euteleostomi,ENSGT00390000008658,NT,29,1043.1724137931035
Euteleostomi,ENSGT00390000006176,NT,22,2253.1363636363635
Euteleostomi,ENSGT00390000008414,NT,24,1150.5
Euteleostomi,ENSGT00390000009448,NT,27,2212.8888888888887
Euteleostomi,ENSGT00390000001442,NT,39,1292.1538461538462
Euteleostomi,ENSGT00390000003526,NT,36,1305.5
Euteleostomi,ENSGT00390000007337,NT,31,2570.1290322580644
Euteleostomi,ENSGT00390000006459,NT,26,1737
Euteleostomi,ENSGT00390000007395,NT,21,3297
Euteleostomi,ENSGT00390000008326,NT,32,731.8125
Euteleostomi,ENSGT00390000005530,NT,29,1463.3793103448277
Euteleostomi,ENSGT00390000002854,NT,39,3607.3846153846152
Euteleostomi,ENSGT00390000004040,NT,41,677.9268292682926
Euteleostomi,ENSGT00390000007989,NT,33,1265.4545454545455
Euteleostomi,ENSGT00390000006124,NT,20,1042.65
Euteleostomi,ENSGT00390000009042,NT,26,1488.8076923076924
Euteleostomi,ENSGT00390000004964,NT,29,1891.0344827586207
Euteleostomi,ENSGT00390000000190,NT,26,600.4615384615385
Euteleostomi,ENSGT00390000004772,NT,46,517.6304347826087
Euteleostomi,ENSGT00390000004842,NT,27,521.3333333333334
Euteleostomi,ENSGT00390000000847,NT,31,381
Euteleostomi,ENSGT00390000006647,NT,54,1502.1666666666667
Euteleostomi,ENSGT00390000003587,NT,34,959.5588235294117
Euteleostomi,ENSGT00390000001322,NT,32,4728.1875
Euteleostomi,ENSGT00390000001536,NT,36,1778.9166666666667
Euteleostomi,ENSGT00390000008374,NT,33,3009.6363636363635
Euteleostomi,ENSGT00390000009328,NT,35,943.8
Euteleostomi,ENSGT00390000003403,NT,9,479.6666666666667
Euteleostomi,ENSGT00390000005250,NT,32,511.21875
Euteleostomi,ENSGT00390000008446,NT,34,2041.3235294117646
Euteleostomi,ENSGT00390000002579,NT,36,652.5833333333334
Euteleostomi,ENSGT00390000002528,NT,42,759.5714285714286
Euteleostomi,ENSGT00390000003574,NT,36,2352.8333333333335
Euteleostomi,ENSGT00390000000455,NT,50,2571.78
Euteleostomi,ENSGT00390000005218,NT,41,1386.219512195122
Euteleostomi,ENSGT00390000006320,NT,38,1168.0263157894738
Euteleostomi,ENSGT00390000002417,NT,30,2143.7
Euteleostomi,ENSGT00390000000367,NT,41,984.3658536585366
Euteleostomi,ENSGT00390000006412,NT,21,1299.142857142857
Euteleostomi,ENSGT00390000008805,NT,49,1932.061224489796
Euteleostomi,ENSGT00390000003937,NT,30,1113.1
Euteleostomi,ENSGT00390000001986,NT,19,1594.578947368421
Euteleostomi,ENSGT00390000001790,NT,29,2288.896551724138
Euteleostomi,ENSGT00390000008797,NT,29,1549.655172413793
Euteleostomi,ENSGT00390000008642,NT,31,437.80645161290323
Euteleostomi,ENSGT00390000006729,NT,27,1373
Euteleostomi,ENSGT00390000004798,NT,34,1174.764705882353
Euteleostomi,ENSGT00390000005590,NT,29,776.6896551724138
Euteleostomi,ENSGT00390000001254,NT,20,2715.3
Euteleostomi,ENSGT00390000000259,NT,37,1772.4324324324325
Euteleostomi,ENSGT00390000001205,NT,46,1120.304347826087
Euteleostomi,ENSGT00390000006338,NT,31,3085.935483870968
Euteleostomi,ENSGT00390000008202,NT,23,1229.8695652173913
Euteleostomi,ENSGT00390000003453,NT,55,3372.7636363636366
Euteleostomi,ENSGT00390000001566,NT,37,2219.2702702702704
Euteleostomi,ENSGT00390000005563,NT,31,1978.741935483871
Euteleostomi,ENSGT00390000009329,NT,32,1146.65625
Euteleostomi,ENSGT00390000000993,NT,36,643.3333333333334
Euteleostomi,ENSGT00390000006976,NT,30,800
Euteleostomi,ENSGT00390000003809,NT,32,1884.1875
Euteleostomi,ENSGT00390000006760,NT,36,1886.3333333333333
Euteleostomi,ENSGT00390000006985,NT,36,1338.5
Euteleostomi,ENSGT00390000004010,NT,53,709.4716981132076
Euteleostomi,ENSGT00390000003858,NT,28,1213.0714285714287
Euteleostomi,ENSGT00390000005939,NT,34,2377.323529411765
Euteleostomi,ENSGT00390000003768,NT,22,1152
Euteleostomi,ENSGT00390000005794,NT,33,4146.727272727273
Euteleostomi,ENSGT00390000008006,NT,33,2376.7272727272725
Euteleostomi,ENSGT00390000007991,NT,29,377.6896551724138
Euteleostomi,ENSGT00390000001803,NT,35,711.0857142857143
Euteleostomi,ENSGT00390000007652,NT,42,590.5714285714286
Euteleostomi,ENSGT00390000003967,NT,28,2352.75
Euteleostomi,ENSGT00390000008765,NT,38,1189.342105263158
Euteleostomi,ENSGT00390000009739,NT,39,1023.5384615384615
Euteleostomi,ENSGT00390000001762,NT,35,4529.742857142857
Euteleostomi,ENSGT00390000005767,NT,55,1204.6909090909091
Euteleostomi,ENSGT00390000006413,NT,40,1990.35
Euteleostomi,ENSGT00390000009361,NT,39,1330.6153846153845
Euteleostomi,ENSGT00390000006207,NT,24,2578.75
Euteleostomi,ENSGT00390000000523,NT,37,2972.108108108108
Euteleostomi,ENSGT00390000000337,NT,36,905.75
Euteleostomi,ENSGT00390000006370,NT,28,1340.892857142857
Euteleostomi,ENSGT00390000004214,NT,34,1571.8235294117646
Euteleostomi,ENSGT00390000006983,NT,33,3999.181818181818
Euteleostomi,ENSGT00390000008048,NT,40,2114.85
Euteleostomi,ENSGT00390000006172,NT,32,2050.5
Euteleostomi,ENSGT00390000000656,NT,17,1005.8823529411765
Euteleostomi,ENSGT00390000004653,NT,38,769.6578947368421
Euteleostomi,ENSGT00390000004786,NT,35,405.51428571428573
Euteleostomi,ENSGT00390000009045,NT,40,591.3
Euteleostomi,ENSGT00390000009163,NT,20,1944
Euteleostomi,ENSGT00390000004990,NT,25,6337.8
Euteleostomi,ENSGT00390000008373,NT,35,958.2857142857143
Euteleostomi,ENSGT00390000001374,NT,33,834.6363636363636
Euteleostomi,ENSGT00390000005565,NT,46,743.6086956521739
Euteleostomi,ENSGT00390000003210,NT,33,3205
Euteleostomi,ENSGT00390000001446,NT,23,3661.0434782608695
Euteleostomi,ENSGT00390000003367,NT,31,1074.1935483870968
Euteleostomi,ENSGT00390000005412,NT,29,2470.9655172413795
Euteleostomi,ENSGT00390000009258,NT,7,4534.285714285715
Euteleostomi,ENSGT00390000002373,NT,32,1630.03125
Euteleostomi,ENSGT00390000000403,NT,36,980.8333333333334
Euteleostomi,ENSGT00390000008458,NT,37,894.8108108108108
Euteleostomi,ENSGT00390000004396,NT,34,1147.0588235294117
Euteleostomi,ENSGT00390000004520,NT,29,774.6206896551724
Euteleostomi,ENSGT00390000003209,NT,27,1020.4444444444445
Euteleostomi,ENSGT00390000001805,NT,24,2535.25
Euteleostomi,ENSGT00390000001170,NT,35,806.3142857142857
Euteleostomi,ENSGT00390000007605,NT,32,1739.625
Euteleostomi,ENSGT00390000003132,NT,15,1954.6
Euteleostomi,ENSGT00390000007813,NT,27,1021.2222222222222
Euteleostomi,ENSGT00390000007723,NT,33,1610
Euteleostomi,ENSGT00390000007772,NT,40,787.2
Euteleostomi,ENSGT00390000007526,NT,40,838.35
Euteleostomi,ENSGT00390000003337,NT,28,3712.285714285714
Euteleostomi,ENSGT00390000005256,NT,20,1561.65
Euteleostomi,ENSGT00390000005535,NT,35,606.0857142857143
Euteleostomi,ENSGT00390000003581,NT,29,1627.551724137931
Euteleostomi,ENSGT00390000001561,NT,35,1994.5714285714287
Euteleostomi,ENSGT00390000008566,NT,40,964.275
Euteleostomi,ENSGT00390000003405,NT,36,920.3333333333334
Euteleostomi,ENSGT00390000007214,NT,48,1709.625
Euteleostomi,ENSGT00390000003188,NT,37,1649.918918918919
Euteleostomi,ENSGT00390000007799,NT,34,999.2647058823529
Euteleostomi,ENSGT00390000007058,NT,38,670.8157894736842
Euteleostomi,ENSGT00390000002615,NT,18,389
Euteleostomi,ENSGT00390000005728,NT,11,992.4545454545455
Euteleostomi,ENSGT00390000006641,NT,33,6165.636363636364
Euteleostomi,ENSGT00390000003618,NT,20,1953.6
Euteleostomi,ENSGT00390000006173,NT,33,603
Euteleostomi,ENSGT00390000004933,NT,51,576.8823529411765
Euteleostomi,ENSGT00390000006806,NT,30,1373.4
Euteleostomi,ENSGT00390000005646,NT,36,1655.6666666666667
Euteleostomi,ENSGT00390000005003,NT,39,553.3846153846154
Euteleostomi,ENSGT00390000003044,NT,27,1692
Euteleostomi,ENSGT00390000005125,NT,34,572.1176470588235
Euteleostomi,ENSGT00390000004179,NT,43,613.1860465116279
Euteleostomi,ENSGT00390000005801,NT,42,1196
Euteleostomi,ENSGT00390000006658,NT,31,1495.741935483871
Euteleostomi,ENSGT00390000005338,NT,33,1144.3636363636363
Euteleostomi,ENSGT00390000008459,NT,20,2778.45
Euteleostomi,ENSGT00390000008408,NT,31,1323.8709677419354
Euteleostomi,ENSGT00390000000453,NT,32,3615.65625
Euteleostomi,ENSGT00390000008984,NT,37,2104.7027027027025
Euteleostomi,ENSGT00390000003602,NT,25,10135.8
Euteleostomi,ENSGT00390000001737,NT,33,770.7272727272727
Euteleostomi,ENSGT00390000003047,NT,31,1709.7096774193549
Euteleostomi,ENSGT00390000009178,NT,33,1363.7272727272727
Euteleostomi,ENSGT00390000008002,NT,58,1003.7068965517242
Euteleostomi,ENSGT00390000008926,NT,33,617
Euteleostomi,ENSGT00390000003161,NT,11,3189.2727272727275
Euteleostomi,ENSGT00390000007135,NT,33,2431.7272727272725
Euteleostomi,ENSGT00390000008647,NT,32,1408.78125
Euteleostomi,ENSGT00390000004394,NT,35,2711.3142857142857
Euteleostomi,ENSGT00390000009212,NT,39,484.2307692307692
Euteleostomi,ENSGT00390000001588,NT,38,1304.6052631578948
Euteleostomi,ENSGT00390000006252,NT,14,2559
Euteleostomi,ENSGT00390000002443,NT,19,960.1578947368421
Euteleostomi,ENSGT00390000002596,NT,46,786.3260869565217
Euteleostomi,ENSGT00390000009571,NT,11,765.2727272727273
Euteleostomi,ENSGT00390000008565,NT,61,1817.311475409836
Euteleostomi,ENSGT00390000005536,NT,36,1400.4166666666667
Euteleostomi,ENSGT00390000007246,NT,37,1177.1351351351352
Euteleostomi,ENSGT00390000004599,NT,37,1153.945945945946
Euteleostomi,ENSGT00390000005410,NT,29,1464.4137931034484
Euteleostomi,ENSGT00390000008206,NT,32,714.75
Euteleostomi,ENSGT00390000003365,NT,32,1279.6875
Euteleostomi,ENSGT00390000002368,NT,37,1346.2702702702702
Euteleostomi,ENSGT00390000004190,NT,38,1247.4473684210527
Euteleostomi,ENSGT00390000004930,NT,27,1253.7777777777778
Euteleostomi,ENSGT00390000004600,NT,58,4572.827586206897
Euteleostomi,ENSGT00390000000451,NT,40,544.2
Euteleostomi,ENSGT00390000004581,NT,24,816
Euteleostomi,ENSGT00390000004454,NT,34,1687.8529411764705
Euteleostomi,ENSGT00390000004211,NT,28,853.8214285714286
Euteleostomi,ENSGT00390000001610,NT,27,1727.3333333333333
Euteleostomi,ENSGT00390000003774,NT,53,1375.301886792453
Euteleostomi,ENSGT00390000007134,NT,33,2623.181818181818
Euteleostomi,ENSGT00390000008187,NT,21,5149.714285714285
Euteleostomi,ENSGT00390000001055,NT,47,486.3191489361702
Euteleostomi,ENSGT00390000004928,NT,39,842.7692307692307
Euteleostomi,ENSGT00390000007606,NT,32,2748.09375
Euteleostomi,ENSGT00390000006643,NT,45,601.5333333333333
Euteleostomi,ENSGT00390000000167,NT,30,995
Euteleostomi,ENSGT00390000004191,NT,38,1570.657894736842
Euteleostomi,ENSGT00390000006734,NT,27,2655.6666666666665
Euteleostomi,ENSGT00390000002731,NT,37,739.8648648648649
Euteleostomi,ENSGT00390000002174,NT,57,1276.8947368421052
Euteleostomi,ENSGT00390000006980,NT,33,1071.090909090909
Euteleostomi,ENSGT00390000001251,NT,36,483.9166666666667
Euteleostomi,ENSGT00390000003213,NT,30,471.7
Euteleostomi,ENSGT00390000005372,NT,36,567.0833333333334
Euteleostomi,ENSGT00390000005323,NT,36,1165.3333333333333
Euteleostomi,ENSGT00390000007586,NT,60,1680.75
Euteleostomi,ENSGT00390000007453,NT,46,1092.195652173913
Euteleostomi,ENSGT00390000006314,NT,12,832.5
Euteleostomi,ENSGT00390000002505,NT,26,1933.5
Euteleostomi,ENSGT00390000003298,NT,23,1333.0434782608695
Euteleostomi,ENSGT00390000009466,NT,37,575.918918918919
Euteleostomi,ENSGT00390000001278,NT,39,1178.923076923077
Euteleostomi,ENSGT00390000006290,NT,33,1042.7272727272727
Euteleostomi,ENSGT00390000006426,NT,41,2648.7804878048782
Euteleostomi,ENSGT00390000007636,NT,36,2611
Euteleostomi,ENSGT00390000001867,NT,31,699.6774193548387
Euteleostomi,ENSGT00390000008831,NT,47,790.1489361702128
Euteleostomi,ENSGT00390000009688,NT,30,1011.5
Euteleostomi,ENSGT00390000005703,NT,62,1643.758064516129
Euteleostomi,ENSGT00390000000068,NT,33,2216.2727272727275
Euteleostomi,ENSGT00390000003715,NT,33,2202.4545454545455
Euteleostomi,ENSGT00390000008062,NT,41,1072.0243902439024
Euteleostomi,ENSGT00390000009662,NT,34,1740.0882352941176
Euteleostomi,ENSGT00390000006896,NT,36,760
Euteleostomi,ENSGT00390000002062,NT,46,810.0652173913044
Euteleostomi,ENSGT00390000002033,NT,40,2881.5
Euteleostomi,ENSGT00390000000696,NT,37,901.9459459459459
Euteleostomi,ENSGT00390000009150,NT,23,4273.04347826087
Euteleostomi,ENSGT00390000004746,NT,37,852.4864864864865
Euteleostomi,ENSGT00390000003223,NT,32,868.3125
Euteleostomi,ENSGT00390000005342,NT,34,1554.1764705882354
Euteleostomi,ENSGT00390000001347,NT,44,1105.5681818181818
Euteleostomi,ENSGT00390000007463,NT,19,1394.5263157894738
Euteleostomi,ENSGT00390000009298,NT,33,1197.3636363636363
Euteleostomi,ENSGT00390000003466,NT,35,859.1142857142858
Euteleostomi,ENSGT00390000007284,NT,36,999.1666666666666
Euteleostomi,ENSGT00390000003281,NT,31,2700.8709677419356
Euteleostomi,ENSGT00390000002308,NT,35,706.8857142857142
Euteleostomi,ENSGT00390000003354,NT,30,990.8
Euteleostomi,ENSGT00390000003305,NT,31,2671.451612903226
Euteleostomi,ENSGT00390000007870,NT,39,941.0769230769231
Euteleostomi,ENSGT00390000003745,NT,19,4245.1578947368425
Euteleostomi,ENSGT00390000003100,NT,34,2314.5
Euteleostomi,ENSGT00390000002089,NT,62,606.5322580645161
Euteleostomi,ENSGT00390000006698,NT,30,2498.1
Euteleostomi,ENSGT00390000005147,NT,33,1260.3636363636363
Euteleostomi,ENSGT00390000007637,NT,41,1244.6341463414635
Euteleostomi,ENSGT00390000005702,NT,21,1041.7142857142858
Euteleostomi,ENSGT00390000007883,NT,31,6604.451612903225
Euteleostomi,ENSGT00390000004496,NT,38,969.078947368421
Euteleostomi,ENSGT00390000002422,NT,37,670.6216216216217
Euteleostomi,ENSGT00390000000546,NT,29,2522.896551724138
Euteleostomi,ENSGT00390000002236,NT,31,2446.2580645161293
Euteleostomi,ENSGT00390000007488,NT,36,698.6666666666666
Euteleostomi,ENSGT00390000003299,NT,29,956.1724137931035
Euteleostomi,ENSGT00390000007349,NT,35,2061.4285714285716
Euteleostomi,ENSGT00390000006485,NT,45,674
Euteleostomi,ENSGT00390000006344,NT,36,889.5
Euteleostomi,ENSGT00390000009222,NT,56,1714.5535714285713
Euteleostomi,ENSGT00390000001474,NT,31,1605.1935483870968
Euteleostomi,ENSGT00390000007515,NT,34,4333.941176470588
Euteleostomi,ENSGT00390000007227,NT,35,843.6
Euteleostomi,ENSGT00390000008341,NT,24,2546
Euteleostomi,ENSGT00390000008748,NT,28,4523.035714285715
Euteleostomi,ENSGT00390000009714,NT,27,2886.1111111111113
Euteleostomi,ENSGT00390000002626,NT,35,1755.2571428571428
Euteleostomi,ENSGT00390000004877,NT,23,1496.608695652174
Euteleostomi,ENSGT00390000000083,NT,24,1670.375
Euteleostomi,ENSGT00390000006913,NT,28,3133.9285714285716
Euteleostomi,ENSGT00390000004153,NT,37,2562.4054054054054
Euteleostomi,ENSGT00390000006705,NT,31,2938.935483870968
Euteleostomi,ENSGT00390000000954,NT,37,788.1081081081081
Euteleostomi,ENSGT00390000005029,NT,34,1200.8823529411766
Euteleostomi,ENSGT00390000006835,NT,34,1509.8823529411766
Euteleostomi,ENSGT00390000005889,NT,37,444.97297297297297
Euteleostomi,ENSGT00390000006095,NT,34,1022.7352941176471
Euteleostomi,ENSGT00390000002751,NT,17,2499.3529411764707
Euteleostomi,ENSGT00390000003464,NT,38,816.2368421052631
Euteleostomi,ENSGT00390000001500,NT,42,587.5
Euteleostomi,ENSGT00390000005554,NT,26,2877.1153846153848
Euteleostomi,ENSGT00390000005481,NT,37,1164.7297297297298
Euteleostomi,ENSGT00390000001263,NT,41,1121.121951219512
Euteleostomi,ENSGT00390000008264,NT,47,697.531914893617
Euteleostomi,ENSGT00390000003283,NT,27,773.4444444444445
Euteleostomi,ENSGT00390000007547,NT,37,556.8648648648649
Euteleostomi,ENSGT00390000000636,NT,37,1860.4054054054054
Euteleostomi,ENSGT00390000009631,NT,30,4145.5
Euteleostomi,ENSGT00390000006867,NT,33,835.0909090909091
Euteleostomi,ENSGT00390000002833,NT,37,5434.216216216216
Euteleostomi,ENSGT00390000004874,NT,58,1537.655172413793
Euteleostomi,ENSGT00390000002031,NT,28,2706.75
Euteleostomi,ENSGT00390000007899,NT,25,921.36
Euteleostomi,ENSGT00390000006620,NT,18,951.6666666666666
Euteleostomi,ENSGT00390000003628,NT,42,1248.2857142857142
Euteleostomi,ENSGT00390000007071,NT,28,2328.4285714285716
Euteleostomi,ENSGT00390000008117,NT,43,829.7441860465116
Euteleostomi,ENSGT00390000004149,NT,39,2178.153846153846
Euteleostomi,ENSGT00390000003901,NT,31,1664.4193548387098
Euteleostomi,ENSGT00390000000709,NT,34,2283.529411764706
Euteleostomi,ENSGT00390000004118,NT,32,737.90625
Euteleostomi,ENSGT00390000007712,NT,31,679.0645161290323
Euteleostomi,ENSGT00390000009628,NT,31,2351.2258064516127
Euteleostomi,ENSGT00390000008060,NT,26,3658.3846153846152
Euteleostomi,ENSGT00390000005033,NT,37,1965.6486486486488
